locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Łódź Teofilów,,2,38,315000,8360,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-lodz-teofilow-2-pokojowe-37-m2-g6i8k7,https://s2.adresowa.pl/oi/1c/7f/361bf6_b6e2_cover-2-pokojowe-mieszkanie-lodz-teofilow.jpg
Łódź Śródmieście,,4,151,269000,1781,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-4-pokojowe-151-m2-d8s0q2,https://s2.adresowa.pl/oi/48/25/3613f6_e058_cover-4-pokojowe-mieszkanie-lodz-srodmiescie.jpg
Łódź Śródmieście,ul. Dowborczyków,2,82,600000,7317,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-dowborczykow-2-pokojowe-m5l1q7,https://s2.adresowa.pl/oi/47/67/35fbac_cc5f_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-dowborczykow.jpg
Łódź Polesie,ul. Komandorska,2,43,415000,9609,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-komandorska-2-pokojowe-a7y7a3,https://s2.adresowa.pl/oi/17/2a/35f8ce_bc23_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-komandorska.jpg
Łódź Bałuty,ul. Wincentego Pola,2,44,290000,6530,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-wincentego-pola-2-pokojowe-k2f9u7,https://s2.adresowa.pl/oi/37/30/35d9c2_9e2d_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-wincentego-pola.jpg
Łódź Polesie,,3,53,390000,7358,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-polesie-3-pokojowe-53-m2-a2j6c2,https://s2.adresowa.pl/oi/21/6b/35c456_fbc1_cover-3-pokojowe-mieszkanie-lodz-polesie.jpg
Łódź Bałuty,ul. Bolesława Limanowskiego,3,50,380000,7666,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-boleslawa-limanowskiego-3-pokojowe-p1q0z9,https://s2.adresowa.pl/oi/48/6b/35bc82_c5c3_cover-3-pokojowe-mieszkanie-lodz-baluty-ul-boleslawa-limanowskiego.jpg
Łódź Śródmieście,ul. Jana Kilińskiego,2,34,369000,10853,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-jana-kilinskiego-2-pokojowe-c8s4w4,https://s2.adresowa.pl/oi/1d/64/35b8ca_9c10_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-jana-kilinskiego.jpg
Łódź Polesie,ul. Srebrzyńska,2,39,389000,9916,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-srebrzynska-2-pokojowe-k4w4o9,https://s2.adresowa.pl/oi/75/55/35ab86_6879_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-srebrzynska.jpg
Łódź Chojny,ul. Grażyny,2,52,550000,10577,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-lodz-chojny-ul-grazyny-2-pokojowe-s3d0b6,https://s2.adresowa.pl/oi/49/36/35a558_8001_cover-2-pokojowe-mieszkanie-lodz-chojny-ul-grazyny.jpg
Łódź Bałuty,ul. Lniana,2,38,270000,7105,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-lniana-2-pokojowe-o1s6r5,https://s2.adresowa.pl/oi/6d/14/358fb2_4f89_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-lniana.jpg
Łódź Polesie,ul. św. Jerzego,4,105,610000,5810,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-sw-jerzego-4-pokojowe-f3p2m0,https://s2.adresowa.pl/oi/20/60/356140_917d_cover-4-pokojowe-mieszkanie-lodz-polesie-ul-sw-jerzego.jpg
Łódź Górna,ul. Pabianicka,2,50,450000,8970,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-pabianicka-2-pokojowe-u8v2s2,https://s2.adresowa.pl/oi/5d/2e/355cfc_5363_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-pabianicka.jpg
Łódź Widzew,ul. Juliana Tuwima,2,37,405000,11090,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-juliana-tuwima-2-pokojowe-w7m0m0,https://s2.adresowa.pl/oi/52/63/355ad4_6923_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-juliana-tuwima.jpg
Łódź Śródmieście,ul. Zacisze,4,65,499000,7677,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-zacisze-4-pokojowe-v8k0j3,https://s2.adresowa.pl/oi/42/25/354f32_bc7b_cover-4-pokojowe-mieszkanie-lodz-srodmiescie-ul-zacisze.jpg
Łódź Śródmieście,ul. dr. Seweryna Sterlinga,5,91,550000,6044,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-dr-seweryna-sterlinga-5-pokojowe-i9j9i1,https://s2.adresowa.pl/oi/32/5f/354bf4_9216_cover-5-pokojowe-mieszkanie-lodz-srodmiescie-ul-dr-seweryna-sterlinga.jpg
Łódź Śródmieście,ul. Częstochowska,2,58,590000,10172,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-czestochowska-2-pokojowe-g6v2f4,https://s2.adresowa.pl/oi/36/1d/3532fa_cc7f_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-czestochowska.jpg
Łódź Polesie,ul. Radwańska,2,43,349000,8177,Bez pośredników,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-radwanska-2-pokojowe-p3q5x2,https://s2.adresowa.pl/oi/41/61/352c5a_3eb6_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-radwanska.jpg
Łódź Polesie,ul. Wapienna,1,37,290000,7863,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-wapienna-1-pokoj-d5y1m0,https://s2.adresowa.pl/oi/24/22/3528e2_6298_cover-1-pokojowe-mieszkanie-lodz-polesie-ul-wapienna.jpg
Łódź Bałuty,ul. Inowrocławska,2,38,318000,8368,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-inowroclawska-2-pokojowe-b1l5x4,https://s2.adresowa.pl/oi/61/52/351f20_7f2c_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-inowroclawska.jpg
Łódź Śródmieście,ul. Stefana Jaracza,3,48,420000,8750,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-stefana-jaracza-3-pokojowe-t5v8x0,https://s2.adresowa.pl/oi/1d/22/3519c8_461f_cover-3-pokojowe-mieszkanie-lodz-srodmiescie-ul-stefana-jaracza.jpg
Łódź Widzew,ul. Gołębia,2,37,340000,9189,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-golebia-2-pokojowe-p5l4g9,https://s2.adresowa.pl/oi/6b/42/350fe8_e3ba_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-golebia.jpg
Łódź Dąbrowa,ul. Alojzego Felińskiego,2,42,290000,6905,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-alojzego-felinskiego-2-pokojowe-c7x7y6,https://s2.adresowa.pl/oi/48/1c/350d00_84ea_cover-2-pokojowe-mieszkanie-lodz-dabrowa-ul-alojzego-felinskiego.jpg
Łódź Górna,ul. Krucza,2,28,262000,9527,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-krucza-2-pokojowe-t9c6r2,https://s2.adresowa.pl/oi/7f/15/34ed3a_9f18_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-krucza.jpg
Łódź Widzew,ul. Andrzeja Sacharowa,2,46,360000,7821,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-andrzeja-sacharowa-2-pokojowe-q8t1d2,https://s2.adresowa.pl/oi/6c/13/34e310_b0f0_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-andrzeja-sacharowa.jpg
Łódź Górna,ul. Waleriana Łukasińskiego,3,97,1350000,13880,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-waleriana-lukasinskiego-3-pokojowe-r6l7o1,https://s2.adresowa.pl/oi/45/57/34db2a_a847_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-waleriana-lukasinskiego.jpg
Łódź Śródmieście,ul. Henryka Sienkiewicza,2,46,250000,5457,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-henryka-sienkiewicza-2-pokojowe-x9f3s4,https://s2.adresowa.pl/oi/3c/32/34d7d8_b1e0_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-henryka-sienkiewicza.jpg
Łódź Śródmieście,ul. Częstochowska,2,47,550000,11702,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-czestochowska-2-pokojowe-g5h8m6,https://s2.adresowa.pl/oi/19/67/34d6a4_9ee2_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-czestochowska.jpg
Łódź Bałuty,,2,53,300000,5660,Bez pośredników,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-lodz-baluty-2-pokojowe-53-m2-p7n4p8,https://s2.adresowa.pl/oi/69/48/34ccca_390b_cover-2-pokojowe-mieszkanie-lodz-baluty.jpg
Łódź Bałuty,ul. Łagiewnicka,2,53,430000,8189,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-lagiewnicka-2-pokojowe-y0u8h5,https://s2.adresowa.pl/oi/17/7c/34a344_92ba_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-lagiewnicka.jpg
Łódź Śródmieście,ul. płk. dr. Stanisława Więckowskiego,1,43,257500,5988,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-plk-dr-stanislawa-wieckowskiego-1-pokoj-h8u4p4,https://s2.adresowa.pl/oi/33/6c/34c0e8_6ac7_cover-1-pokojowe-mieszkanie-lodz-srodmiescie-ul-plk-dr-stanislawa-wieckowskiego.jpg
Łódź Widzew,ul. Sarnia,4,121,1270000,10496,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-sarnia-4-pokojowe-i0b5s9,https://s2.adresowa.pl/oi/66/78/34ad54_5cc1_cover-4-pokojowe-mieszkanie-lodz-widzew-ul-sarnia.jpg
Łódź Śródmieście,ul. Piotrkowska,2,47,365000,7766,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-piotrkowska-2-pokojowe-l8s8n9,https://s2.adresowa.pl/oi/4e/28/34acbc_8ee0_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-piotrkowska.jpg
Łódź Widzew,ul. Fabryczna,2,63,550000,8730,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-fabryczna-2-pokojowe-l1t3j9,https://s2.adresowa.pl/oi/7a/40/34a998_dd81_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-fabryczna.jpg
Łódź Widzew,ul. Juliana Tuwima,1,27,337020,12300,Bez pośredników,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-juliana-tuwima-1-pokoj-w5y8y8,https://s2.adresowa.pl/oi/47/73/345e0e_9691_cover-1-pokojowe-mieszkanie-lodz-widzew-ul-juliana-tuwima.jpg
Łódź Chojny,ul. Potulna,3,62,415000,6694,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-lodz-chojny-ul-potulna-3-pokojowe-y7c7g8,https://s2.adresowa.pl/oi/74/56/344f42_a9b7_cover-3-pokojowe-mieszkanie-lodz-chojny-ul-potulna.jpg
Łódź Chojny,ul. Emilii Sczanieckiej,4,96,710000,7387,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-chojny-ul-emilii-sczanieckiej-4-pokojowe-x4z6p8,https://s2.adresowa.pl/oi/72/63/344ecc_3db6_cover-4-pokojowe-mieszkanie-lodz-chojny-ul-emilii-sczanieckiej.jpg
Łódź Romanów,,2,56,535000,9554,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-romanow-2-pokojowe-56-m2-a6g5x6,https://s2.adresowa.pl/oi/2f/34/344e88_5d1c_cover-2-pokojowe-mieszkanie-lodz-romanow.jpg
Łódź Śródmieście,ul. Juliana Tuwima,2,46,436630,9400,Bez pośredników,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-juliana-tuwima-2-pokojowe-v2i7j6,https://s2.adresowa.pl/oi/13/76/343464_89b3_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-juliana-tuwima.jpg
Łódź Andrzejów,ul. Macieja Rataja,4,82,990000,12073,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-lodz-andrzejow-ul-macieja-rataja-4-pokojowe-q9k2u1,https://s2.adresowa.pl/oi/1c/34/342f02_a91e_cover-4-pokojowe-mieszkanie-lodz-andrzejow-ul-macieja-rataja.jpg
Łódź Widzew,ul. Juliana Tuwima,1,37,350000,9465,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-juliana-tuwima-1-pokoj-e8m2x3,https://s2.adresowa.pl/oi/62/7a/341c6e_4502_cover-1-pokojowe-mieszkanie-lodz-widzew-ul-juliana-tuwima.jpg
Łódź Polesie,,2,53,420000,7931,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-lodz-polesie-2-pokojowe-52-m2-y3x6j3,https://s2.adresowa.pl/oi/43/5d/34067c_9bcb_cover-2-pokojowe-mieszkanie-lodz-polesie.jpg
Łódź Bałuty,ul. Tomasza Judyma,2,45,350000,7778,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-tomasza-judyma-2-pokojowe-e9z7u9,https://s2.adresowa.pl/oi/29/5c/340580_6362_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-tomasza-judyma.jpg
Łódź Żubardź,ul. Lutomierska,2,42,360000,8571,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-zubardz-ul-lutomierska-2-pokojowe-y2f5x8,https://s2.adresowa.pl/oi/1f/28/33f642_963d_cover-2-pokojowe-mieszkanie-lodz-zubardz-ul-lutomierska.jpg
Łódź Bałuty,ul. Żabia,2,40,389000,9725,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-zabia-2-pokojowe-e4p4j6,https://s2.adresowa.pl/oi/51/73/33ef24_8660_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-zabia.jpg
Łódź Dąbrowa,ul. Juliusza Kossaka,3,47,309000,6574,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-juliusza-kossaka-3-pokojowe-c4o7r3,https://s2.adresowa.pl/oi/3b/29/33ebca_ac54_cover-3-pokojowe-mieszkanie-lodz-dabrowa-ul-juliusza-kossaka.jpg
Łódź Bałuty,ul. Lniana,1,27,299000,11074,Bez pośredników,ponad miesiąc temu,25,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-lniana-1-pokoj-x3u1o5,https://s2.adresowa.pl/oi/49/7a/33e810_cca0_cover-1-pokojowe-mieszkanie-lodz-baluty-ul-lniana.jpg
Łódź Śródmieście,ul. Piotrkowska,2,41,350000,8503,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-piotrkowska-2-pokojowe-k7q4s9,https://s2.adresowa.pl/oi/2e/17/33df54_8034_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-piotrkowska.jpg
Łódź Teofilów,ul. Rojna,3,57,472000,8281,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-rojna-3-pokojowe-c0r8r8,https://s2.adresowa.pl/oi/2e/4f/33d892_977a_cover-3-pokojowe-mieszkanie-lodz-teofilow-ul-rojna.jpg
Łódź Bałuty,al. Chryzantem,2,60,385000,6417,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-al-chryzantem-2-pokojowe-s3m8t4,https://s2.adresowa.pl/oi/73/65/32f59a_c521_cover-2-pokojowe-mieszkanie-lodz-baluty-al-chryzantem.jpg
Łódź,ul. Piotrkowska,4,80,700000,8750,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-lodz-ul-piotrkowska-4-pokojowe-m8o4o3,https://s2.adresowa.pl/oi/74/48/33c09e_3a41_cover-4-pokojowe-mieszkanie-lodz-ul-piotrkowska.jpg
Łódź Śródmieście,ul. Andrzeja Struga,2,53,539000,10094,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-andrzeja-struga-2-pokojowe-o6a2x5,https://s2.adresowa.pl/oi/58/5a/39030c_6860_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-andrzeja-struga.jpg
Łódź Górna,ul. Płocka,3,55,200000,3636,Bez pośredników,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-plocka-3-pokojowe-a8a0b3,https://s2.adresowa.pl/oi/6e/48/3376da_37d3_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-plocka.jpg
Łódź Polesie,ul. Zielona,3,75,380000,5080,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-zielona-3-pokojowe-u6s8a2,https://s2.adresowa.pl/oi/75/43/33737a_aef5_cover-3-pokojowe-mieszkanie-lodz-polesie-ul-zielona.jpg
,,,,,,Pośrednik,,,https://adresowo.pl/mieszkania/lodz/srodmiescie-1/,
Łódź Widzew,"ul. mjr. Jana Piwnika ""Ponurego""",7,180,1295000,7194,Bez pośredników,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-mjr-jana-piwnika-ponurego-7-pokojowe-o5t2f9,https://s2.adresowa.pl/oi/61/66/336918_65cc_cover-7-pokojowe-mieszkanie-lodz-widzew-ul-mjr-jana-piwnika-ponurego-.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Bałuty,,3,100,890000,8900,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-3-pokojowe-100-m2-j2x2e4,https://s2.adresowa.pl/oi/62/31/335f08_d695_cover-3-pokojowe-mieszkanie-lodz-baluty.jpg
Łódź Polesie,ul. Obywatelska,2,41,384804,9450,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-obywatelska-2-pokojowe-v9v0x0,https://s2.adresowa.pl/oi/3d/30/3349a8_d0fe_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-obywatelska.jpg
Łódź Bałuty,ul. Urzędnicza,2,55,247500,4485,Bez pośredników,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-urzednicza-2-pokojowe-l5c5a3,https://s2.adresowa.pl/oi/48/1d/33418e_6bd4_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-urzednicza.jpg
Łódź Widzew,ul. Andrzeja Kerna,3,63,650000,10317,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-andrzeja-kerna-3-pokojowe-z0b6u4,https://s2.adresowa.pl/oi/48/4c/330b84_9120_cover-3-pokojowe-mieszkanie-lodz-widzew-ul-andrzeja-kerna.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Górna,ul. Władysława Broniewskiego,3,52,400000,7692,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-wladyslawa-broniewskiego-3-pokojowe-s8l8y8,https://s2.adresowa.pl/oi/76/76/32e4be_7fc3_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-wladyslawa-broniewskiego.jpg
Łódź Dąbrowa,ul. Juliusza Kossaka,3,48,348000,7250,Bez pośredników,ponad miesiąc temu,4,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-juliusza-kossaka-3-pokojowe-m0d1j5,https://s2.adresowa.pl/oi/32/7a/32b436_5848_cover-3-pokojowe-mieszkanie-lodz-dabrowa-ul-juliusza-kossaka.jpg
Łódź Śródmieście,,4,93,550000,5914,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-4-pokojowe-93-m2-w3f0r9,https://s2.adresowa.pl/oi/54/6e/329c4c_343b_cover-4-pokojowe-mieszkanie-lodz-srodmiescie.jpg
Łódź Widzew,ul. Oleńki Billewiczówny,2,54,560000,10370,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-olenki-billewiczowny-2-pokojowe-c7j7v8,https://s2.adresowa.pl/oi/74/36/329be4_3c47_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-olenki-billewiczowny.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Dąbrowa,,2,36,275000,7639,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-2-pokojowe-36-m2-y0c1s0,https://s2.adresowa.pl/oi/5a/5a/327c06_c413_cover-2-pokojowe-mieszkanie-lodz-dabrowa.jpg
Łódź Teofilów,ul. Wici,2,45,415000,9202,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-wici-2-pokojowe-e1j9k3,https://s2.adresowa.pl/oi/74/71/3277b8_4ec2_cover-2-pokojowe-mieszkanie-lodz-teofilow-ul-wici.jpg
Łódź Bałuty,ul. Rojna,2,37,299000,8048,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-rojna-2-pokojowe-p2s7u3,https://s2.adresowa.pl/oi/62/1c/32677c_a7c7_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-rojna.jpg
Łódź Polesie,ul. 6 Sierpnia,1,27,280000,10370,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-6-sierpnia-1-pokoj-e7y1l0,https://s2.adresowa.pl/oi/66/62/3259e2_6b35_cover-1-pokojowe-mieszkanie-lodz-polesie-ul-6-sierpnia.jpg
Łódź Radogoszcz,ul. Zgierska,2,49,390000,7927,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-lodz-radogoszcz-ul-zgierska-2-pokojowe-x7w1a7,https://s2.adresowa.pl/oi/1b/7c/324186_376c_cover-2-pokojowe-mieszkanie-lodz-radogoszcz-ul-zgierska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Żubardź,ul. Żubardzka,2,46,294000,6462,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-zubardz-ul-zubardzka-2-pokojowe-z5z3o0,https://s2.adresowa.pl/oi/2c/5e/323128_378a_cover-2-pokojowe-mieszkanie-lodz-zubardz-ul-zubardzka.jpg
Łódź Polesie,ul. Pomorska,3,74,379999,5135,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-pomorska-3-pokojowe-b7f0h6,https://s2.adresowa.pl/oi/18/71/3216e8_f431_cover-3-pokojowe-mieszkanie-lodz-polesie-ul-pomorska.jpg
Łódź Teofilów,ul. Rojna,2,45,300000,6667,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-rojna-2-pokojowe-w9m0u3,https://s2.adresowa.pl/oi/1d/23/31f7bc_3d69_cover-2-pokojowe-mieszkanie-lodz-teofilow-ul-rojna.jpg
Łódź Śródmieście,ul. Nowomiejska,1,40,280000,6917,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-nowomiejska-1-pokoj-r6c5e5,https://s2.adresowa.pl/oi/5b/7e/31da5c_2bf5_cover-1-pokojowe-mieszkanie-lodz-srodmiescie-ul-nowomiejska.jpg
Łódź Bałuty,ul. Łagiewnicka,3,65,530000,8154,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-lagiewnicka-3-pokojowe-o2j7v9,https://s2.adresowa.pl/oi/1c/5e/31c2a8_587a_cover-3-pokojowe-mieszkanie-lodz-baluty-ul-lagiewnicka.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Śródmieście,ul. płk. dr. Stanisława Więckowskiego,2,63,480000,7619,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-plk-dr-stanislawa-wieckowskiego-2-pokojowe-v4j5m4,https://s2.adresowa.pl/oi/24/19/31af20_6540_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-plk-dr-stanislawa-wieckowskiego.jpg
Łódź Bałuty,ul. Świtezianki,4,95,779000,8200,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-switezianki-4-pokojowe-r3f5y7,https://s2.adresowa.pl/oi/3e/4d/3195ec_9385_cover-4-pokojowe-mieszkanie-lodz-baluty-ul-switezianki.jpg
Łódź Śródmieście,al. Tadeusza Kościuszki,2,54,478000,8852,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-al-tadeusza-kosciuszki-2-pokojowe-k8i1q9,https://s2.adresowa.pl/oi/5e/50/318d22_8ae0_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-al-tadeusza-kosciuszki.jpg
Łódź Śródmieście,ul. Edwarda Abramowskiego,1,16,160000,10000,Bez pośredników,ponad miesiąc temu,4,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-edwarda-abramowskiego-1-pokoj-w0e4p3,https://s2.adresowa.pl/oi/51/67/3167b6_8dad_cover-1-pokojowe-mieszkanie-lodz-srodmiescie-ul-edwarda-abramowskiego.jpg
Łódź Górna,,3,79,zapytaj o cenę,,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-lodz-gorna-3-pokojowe-78-m2-r5e3u8,https://s2.adresowa.pl/oi/16/3f/312b02_f0a3_cover-3-pokojowe-mieszkanie-lodz-gorna.jpg
